X,Y,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName
-90.014875401180916,30.010130317940568,84988,FOOD PLUS,6232 CHEF MENTEUR HWY,UNIT A,NEW ORLEANS,LA,70126,504-246-2628,1106 - GROCERY (EXC CONVENIENCE) STORES,SHIVAS LLC
-90.042603784028969,29.963946443833905,84989,FRADY'S ONE STOP FOOD STORE,3231 DAUPHINE ST,,NEW ORLEANS,LA,70117,,1101 - CONVENIENCE STORES,"FRADY, JOSEPH M"
-90.076989294556824,29.951922709288411,84990,FRANCE MEAT MARKET,1339 FRANCE ST,,NEW ORLEANS,LA,70117,504-949-2407,1103 - MEAT MARKETS,SIX BROTHERS LLC
-90.052188658839924,30.021716208786614,84991,FRANKLIN DISCOUNT,6100 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1106 - GROCERY (EXC CONVENIENCE) STORES,MALAK INC
-90.073399463626771,29.961144757696495,84992,FRENCH QUATER FOOD MART,1534 SAINT LOUIS ST,A,NEW ORLEANS,LA,70112,,1101 - CONVENIENCE STORES,FRENCH QUATER FOOD MART
-90.09016190184272,29.937801891840898,84993,FRIENDLY SUPERMARKET,2704 LA SALLE ST,,NEW ORLEANS,LA,70113,,1101 - CONVENIENCE STORES,JENNEFER TRAN INC
-90.035956879636004,30.005138918370324,84994,FUEL ZONE,4500 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,1101 - CONVENIENCE STORES,FUEL ZONE LLC
-90.081459054930306,29.962423706075093,84995,GALVEZ FOOD STORE,120 N GALVEZ ST,,NEW ORLEANS,LA,70119,504-304-6035,1106 - GROCERY (EXC CONVENIENCE) STORES,"GALVEZ FOOD STORE, INC."
-90.012855752183384,29.971371185868861,84996,GALVEZ GOODIES,2036 CAFFIN AVE,,NEW ORLEANS,LA,70117,504-319-5886,1106 - GROCERY (EXC CONVENIENCE) STORES,BURNELL COTLON
-89.986344714932969,30.015720295648524,84997,GAWAIN MARKET,4418 GAWAIN DR,,NEW ORLEANS,LA,70127,504-246-3130,1101 - CONVENIENCE STORES,"LE, NGUYET-NGA NHU"
-90.076989294556824,29.951922709288411,84998,GENTILLY FOOD MART,1629 GENTILLY BLVD,,NEW ORLEANS,LA,70119,504-453-8407,1106 - GROCERY (EXC CONVENIENCE) STORES,GENTILLY FOOD MART INC
-90.076688850127283,29.962241854080606,84999,GLORIA'S GROCERY,1800 CONTI ST,,NEW ORLEANS,LA,70112,,1101 - CONVENIENCE STORES,"HILLIARD, GLORIA"
-90.084739222524973,29.968093863638561,85000,GOLDEN EXPRESS,400 N BROAD ST,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES,"TCL FAMILY,LLC"
-90.084739222524973,29.968093863638561,85001,GOLDEN EXPRESS,400 N BROAD ST,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES,"TONY LO,LLC"
-90.011635630952128,29.962079297209765,85002,GORDON CONVENIENCE STORE,1242 GORDON ST,,NEW ORLEANS,LA,70117,,1101 - CONVENIENCE STORES,OLIVER BUTLER
-90.076989294556824,29.951922709288411,85003,GRACIOUS,2854 SAINT CHARLES AVE,,NEW ORLEANS,LA,70115,,1106 - GROCERY (EXC CONVENIENCE) STORES,"NERON ENTERPRISES , LLC"
-90.054762599341387,29.96302630510019,85004,GRANDE KREWE,511 MARIGNY ST,,NEW ORLEANS,LA,70117,,"1110 - BEER, WINE & LIQUOR STORES","TWO HOT CHICKS AND TWO GUYS, LLC"
-90.027997819027078,30.0302503762565,85005,GULF COAST BLENDERS INC,7801 TOWNSEND PL,,NEW ORLEANS,LA,70126-1115,504-891-7038,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH","GULF COAST BLENDERS, INC"
-90.112623134570669,29.920581379950018,85006,GUY'S FOOD STORE,5259 MAGAZINE ST,,NEW ORLEANS,LA,70115-1851,504-891-5025,1101 - CONVENIENCE STORES,"MATHERNE JR, MARVIN"
-89.989086563838953,30.046582936260762,85007,HABIBI GROCERY,9530 HAYNE BLVD,,NEW ORLEANS,LA,70127,504-220-8250,1101 - CONVENIENCE STORES,HABIBI GROCERY L.L.C.
-90.078269493959596,29.998946403644222,85008,HANDY DISCOUNT,4101 JUMONVILLE ST,,NEW ORLEANS,LA,70122,504-282-9667,1106 - GROCERY (EXC CONVENIENCE) STORES,HANDY DISCOUNT INC
-90.075488832887601,29.949935750897044,85009,HANDY PIK,1100 POYDRAS ST,110,NEW ORLEANS,LA,70163,504-582-2295,1101 - CONVENIENCE STORES,HANDY PIK INC
-90.040697119623289,29.966664978922246,85010,HANK'S MEAT MARKET,3340 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-943-0848,1106 - GROCERY (EXC CONVENIENCE) STORES,"THANG BINH, INC"
-90.049471655739183,29.968554033946887,85011,HANK'S SEAFOOD & SUPERMARKET,2634 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-247-3731,1101 - CONVENIENCE STORES,"YOUSEF ODEH, LLC"
-90.050732387104517,30.012533005226974,85012,HAPPY DISCOUNT,5301 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MARAH LLC
-90.117609652576533,30.005467127041726,85013,HARRISON MARKET AND DELI,206 W HARRISON AVE,C & D,NEW ORLEANS,LA,70124,,1101 - CONVENIENCE STORES,"HARRISON MARKET, LLC"
-90.117609652576533,30.005467127041726,85014,HARRISON MARKET AND DELI,206 W HARRISON AVE,C&D,NEW ORLEANS,LA,70124,,1101 - CONVENIENCE STORES,HARRISON MARKET LLC
-90.021155486715742,30.034317301372642,85015,HAYNE SUPERMARKET,6318 HAYNE BLVD,,NEW ORLEANS,LA,70126,504-244-9739,1106 - GROCERY (EXC CONVENIENCE) STORES,ASEL INC
-90.018718379912471,29.961663778086574,85016,HOLMES ONE STOP MARKET PLACE,5340 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-309-8560,1101 - CONVENIENCE STORES,HOLMES ONE STOP MARKET PINC
-90.086452516052205,29.943962410888474,85017,HOOD LOVE DELI,1802 MAGNOLIA ST,,NEW ORLEANS,LA,70130,504 264-7100,1103 - MEAT MARKETS,HOOD LOVE DELI
-90.099760439501139,29.958456034923618,85018,"HUEY LONG FOODS, LLC",4333 EUPHROSINE ST,,NEW ORLEANS,LA,70125,,"1111 - SPECIALTY FOOD STORES, ALL OTHER","HUEY LONG FOODS, LLC"
-90.08857256585506,29.963900282876217,85019,IDEAL DISCOUNT SUPERMARKET,250 S BROAD ST,,NEW ORLEANS,LA,70119,504-822-4232,1106 - GROCERY (EXC CONVENIENCE) STORES,250 S BROAD INC
-90.077623655818542,29.971849968659551,85020,IDEAL SUPER MARKET,2436 URSULINES AVE,,NEW ORLEANS,LA,70119,504-821-9339,1106 - GROCERY (EXC CONVENIENCE) STORES,KAKI INC
-90.09039537550791,29.958770739886447,85021,INLAND SEAFOOD,2527 PERDIDO ST,,NEW ORLEANS,LA,70119,504-821-4500,0135 - FISH & SEAFOOD WHLSRS,"MILAND SEAFOOD, INC"
-90.121798454336869,29.9648683603324,85022,J & P SUPERETTE,2941 EAGLE ST,,NEW ORLEANS,LA,70118,,1106 - GROCERY (EXC CONVENIENCE) STORES,"ABJ & R GROCERY,LLC"
-90.076989294556824,29.951922709288411,85023,J C DELI,65 FRENCH MARKET PL,,NEW ORLEANS,LA,70116,504-522-2961,1101 - CONVENIENCE STORES,"KIM, YOUNG DUK"
-90.070395932673307,29.965560527213981,85024,J C FOOD MARKET,1532 ST PHILIP ST,,NEW ORLEANS,LA,70116,504-221-8270,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LABAN FOOD INC
-90.078678605528893,29.942374717288715,85025,JACK & JAKES,1307 ORETHA CASTLE HALEY BLVD,200,NEW ORLEANS,LA,70113,,1106 - GROCERY (EXC CONVENIENCE) STORES,"JACK & JAKES PUBLIC MARKET,LLC"
-90.078678605528893,29.942374717288715,85026,JACK AND JAKE'S PUBLIC MARKET,1307 ORETHA CASTLE HALEY BLVD,200,NEW ORLEANS,LA,70113,,1106 - GROCERY (EXC CONVENIENCE) STORES,JACK AND JAKE'S INC
-90.054985111701413,29.974855139885225,85027,JACK MEAT MARKET,2279 N DERBIGNY ST,,NEW ORLEANS,LA,70117,504-780-8401,1101 - CONVENIENCE STORES,JACK MEAT MARKET INC.
-90.089237394850869,29.94431967640131,85028,JACKSON FOOD STORE,2801 JACKSON AVE,,NEW ORLEANS,LA,70113,,1106 - GROCERY (EXC CONVENIENCE) STORES,JACKSON FOOD STORE
-90.076440640471802,29.929661233978862,85029,JEWEL'S FOOD STORE,2136 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-524-9355,1101 - CONVENIENCE STORES,"O D S, LLC"
-90.034384064297356,29.962089842565618,85030,JIMMY'S GROCERY & MEAT MKT,4201 DAUPHINE ST,,NEW ORLEANS,LA,70117,504-949-0000,1101 - CONVENIENCE STORES,SHARIFF & NADDER INC
-90.089232387221685,29.974850454541837,85031,JOHN & MARY FOOD STORE,3238 ORLEANS AVE,,NEW ORLEANS,LA,70119-3917,504-482-1144,1101 - CONVENIENCE STORES,JOHN & MARY INC
-90.052648385377495,29.946975923921229,85032,JOHN'S SEAFOOD,825 TECHE ST,,NEW ORLEANS,LA,70114-4339,504-340-1717,1104 - FISH & SEAFOOD MARKETS,"ANDONIE, MIGUEL         ANDONIE, MARIA"
-90.133750108901836,29.950718202178919,85033,JSK DISCOUNT,8539 OAK ST,STE #A,NEW ORLEANS,LA,70118,,1106 - GROCERY (EXC CONVENIENCE) STORES,"AMEERA AB,LLC"
-89.991753300367762,29.905251214389967,85034,JULIAN FOOD STORE,4500 WOODLAND DR,,NEW ORLEANS,LA,70131,,1101 - CONVENIENCE STORES,"JULIAN FOOD STORE,LLC"
-90.0997182123415,29.940895179154371,85035,K & T COMMUNITY,3733 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-822-8915,1101 - CONVENIENCE STORES,K & T COMMUNITY INC.
-90.096386141976467,29.964069789550766,85036,K & T FOOD STORE,3204 TULANE AVE,,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES,"K & T FOOD STORE, INC"
-90.086452516052205,29.943962410888474,85037,KELLER MARKET FOOD STORE,1802 MAGNOLIA ST,,NEW ORLEANS,LA,70113,504-523-8648,1101 - CONVENIENCE STORES,GENGO MICHAEL A
-90.069826984888437,29.979516694235432,85038,KEV'S CONVENIENCE STORE,2300 ST BERNARD AVE,,NEW ORLEANS,LA,70127,,1101 - CONVENIENCE STORES,KEV'S CONVENIENCE STORE LLC
-90.096193440051152,29.937240477046604,85039,KEY FOOD STORE,2600 LOUISIANA AVE,,NEW ORLEANS,LA,70115,504-897-6514,1101 - CONVENIENCE STORES,MAZIN INC
-90.076989294556824,29.951922709288411,85040,KING SUPERMARKET,1135 SAINT BERNARD AVE,,NEW ORLEANS,LA,70116,504-782-7639,1106 - GROCERY (EXC CONVENIENCE) STORES,"MLT ENTERPRISES,INC"
-90.100564500452847,29.951143569012451,85041,KINGS MEAT MARKET & GROCERY,2745 S BROAD ST,,NEW ORLEANS,LA,70125,504-254-3178,1101 - CONVENIENCE STORES,KING VISION INC
-89.972447036932849,30.046485561515691,85042,KWIK PIK,11040 MORRISON RD,,NEW ORLEANS,LA,70127,504-606-2833,1101 - CONVENIENCE STORES,"ND GROUP ENTERPRISES, IN"
-90.076989294556824,29.951922709288411,85043,LA FAVORITA MARKET,3640 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-217-1184,1101 - CONVENIENCE STORES,ATILANO LOPEZ LUIS
-89.989427025353407,30.02445032761629,85044,LA FOOD,5200 CROWDER BLVD,,NEW ORLEANS,LA,70127,504-638-1350,1101 - CONVENIENCE STORES,LA FOOD INC
-90.066684402036685,29.947361153343316,85045,LAFAYETTE MINI MART,322 LAFAYETTE ST,,NEW ORLEANS,LA,70130,504-522-1710,1101 - CONVENIENCE STORES,"LAFAYETTE MINI MART, LLC"
-90.076989294556824,29.951922709288411,85046,"LAKESHORE MARINE & FUEL, LLC",7840 LAKESHORE DR,,NEW ORLEANS,LA,70124,504-723-3717,1101 - CONVENIENCE STORES,"LAKESHORE MARINE & FUEL, LLC"
-90.10541963639281,30.005017634301009,85047,LAKEVIEW GROCERY,801 HARRISON AVE,,NEW ORLEANS,LA,70124,504-207-0162,1106 - GROCERY (EXC CONVENIENCE) STORES,"HARRISON FRESH MARKET, LLC"
-90.117321255614172,30.00589074771467,85048,LAKEVIEW MINI MART,207 W HARRISON AVE,,NEW ORLEANS,LA,70124,504-872-0522,1101 - CONVENIENCE STORES,"TWO-O-SEVEN, LLC"
-90.062963511271548,29.970084731391481,85049,LARRY & LARRY GROCERY,1340 ANNETTE ST,,NEW ORLEANS,LA,70116,,1101 - CONVENIENCE STORES,"CANGELOSI JR, LAWRENCE"
-89.92913475022435,30.032235400639998,85050,LATINOS MARKET,13235 CHEF MENTEUR HWY,STE D2,NEW ORLEANS,LA,70129,,1106 - GROCERY (EXC CONVENIENCE) STORES,"LATINOS MARKET, LLC"
-90.077682298640525,29.976371599768143,85051,LAVA SUPERMARKET,1410 N BROAD ST,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES,"LAVA SUPERMARKET, INC"
-90.040075931899764,29.944971979582601,85052,LAWSON'S GROCERY & DELI,1625 NEWTON ST,,NEW ORLEANS,LA,70114-2604,504-368-4958,1101 - CONVENIENCE STORES,LAWSONS GROCERY & DELI  INC
-90.049049266240701,29.972130217254563,85053,LB SAINTS FOOD STORE,2601 N VILLERE ST,,NEW ORLEANS,LA,70117,504-945-7799,1101 - CONVENIENCE STORES,LB SAINTS FOOD STORE CORP.
-90.034488229445572,29.992567882867739,85054,LOUISA MINI MART,3423 LOUISA ST,,NEW ORLEANS,LA,70126,504-392-5513,1101 - CONVENIENCE STORES,SHAED LLC
-90.076989294556824,29.951922709288411,85055,LOUISIANA CAVIAR CO.,829 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,,0135 - FISH & SEAFOOD WHLSRS,TRIPLE A CAVIAR L.L.C.
-90.135711143473856,29.951537074803607,85056,LOUISIANA FFR,1157 EAGLE ST,,NEW ORLEANS,LA,70118,769-234-8625,0136 - MEAT & MEAT PRODUCT WHLSRS,"LOUISIANA FFR, LLC"
-90.09422429210521,29.933558016895589,85057,LOUISIANA MEAT MARKET,2136 LOUISIANA AVE,,NEW ORLEANS,LA,70115,504-259-3651,1101 - CONVENIENCE STORES,LOUISIANA MEAT LLC
-90.091631734139128,29.92916918297869,85058,LOUISIANA SUPER SAVER,1641 LOUISIANA AVE,A,NEW ORLEANS,LA,70115,504-891-6670,1106 - GROCERY (EXC CONVENIENCE) STORES,"AMERA,INC"
-90.072867461409913,29.992863924588995,85059,LUCY'S SUPERMARKET,3443 PARIS AVE,,NEW ORLEANS,LA,70122,,1106 - GROCERY (EXC CONVENIENCE) STORES,TIEN VIET VU
-90.087753150926886,29.924002275098037,85060,"LWIN FAMILY CO, LLC",3233 MAGAZINE ST,,NEW ORLEANS,LA,70115,,0135 - FISH & SEAFOOD WHLSRS,LWIN FAMILY CO
-89.912066147198985,30.039183783685559,85061,LY'S SUPERMARKET,14401 PELTIER DR,130,NEW ORLEANS,LA,70129,504-254-4380,1101 - CONVENIENCE STORES,THU HUONG INC
-90.076989294556824,29.951922709288411,85062,M & K MEAT MARKET,1330 ODEON AVE,,NEW ORLEANS,LA,70114,973-248-7786,1103 - MEAT MARKETS,M & K MEAT MARKET INC
-90.11670470498855,29.926626736055937,85063,M LANGENSTEIN & SONS INC,1330 ARABELLA ST,,NEW ORLEANS,LA,70115-4205,504-899-5001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),M LANGENSTEIN & SONS INC
-90.076989294556824,29.951922709288411,85064,M N M,2440 N MIRO,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES,M N M
-90.074652351855718,29.930853531636231,85065,MAGAZINE DISCOUNT MARKET,2000 MAGAZINE ST,,NEW ORLEANS,LA,70130-5018,504-348-7617,1101 - CONVENIENCE STORES,BAO CORP
-90.081336610690116,29.972096466227541,85066,MAGNOLIA MEAT MARKET,900 N BROAD ST,,NEW ORLEANS,LA,70119,504-827-1281,1106 - GROCERY (EXC CONVENIENCE) STORES,FRANK'S DISCOUNT LLC
-90.088267302362297,29.942792436571519,85067,MAGNOLIA SUPERMARKET,2201 MAGNOLIA ST,,NEW ORLEANS,LA,70113,504-523-0017,1101 - CONVENIENCE STORES,"JAOUMARI, INC"
-90.008742662016061,29.964337231060796,85068,MAGNOLIA SUPERMARKET,6100 N CLAIBORNE AVE,,NEW ORLEANS,LA,70117,504-628-6781,1101 - CONVENIENCE STORES,ALZARA INC
-90.033606593076627,29.965625338999537,85069,MAGNOLIA SUPERMARKET # 3,4131 ST CLAUDE AVE,,NEW ORLEANS,LA,70117-5336,504-948-2224,1101 - CONVENIENCE STORES,"ALLADDIN ENTERPRISES, INC."
-90.046917508466095,29.981273777034488,85070,MAMA'S COOKING,2722 N TONTI ST,,NEW ORLEANS,LA,70117,,1101 - CONVENIENCE STORES,VIEN MAN INC
-90.06865988211463,29.969892541770328,85071,MAN CHU FOOD STORE & CHINESE  FOOD,1413 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,504-947-5507,1101 - CONVENIENCE STORES,TSY CORPORATION
-90.05035099105983,29.964501341675003,85072,MARDI GRAS ZONE GROCERY,2706 ROYAL ST,,NEW ORLEANS,LA,70117,504-647-8787,1106 - GROCERY (EXC CONVENIENCE) STORES,MARDI GRAS ZONE LLC
-90.096759500935576,29.929135085263347,85073,MARTIN WINE CELLAR,3827 BARONNE ST,,NEW ORLEANS,LA,70115,504-897-0191,1101 - CONVENIENCE STORES,"DAVID Y. MARTIN JR., LLC"
-90.06441023941899,29.961856618407865,85074,MATASSA'S MARKET,1001 DAUPHINE ST,,NEW ORLEANS,LA,70116,504-412-8700,1101 - CONVENIENCE STORES,TEN-O-ONE CORPORATION
-89.927778207905661,30.032576046552911,85075,MATT'S GROCERY & DELI,4655 MICHOUD BLVD,D4,NEW ORLEANS,LA,70129,504-254-3361,1106 - GROCERY (EXC CONVENIENCE) STORES,JULIE & JONATHAN CORPORATION
-90.123197589995883,29.962114347706223,85076,MCKENZIE FOOD STORE,8638 BELFAST ST,,NEW ORLEANS,LA,70118,504-866-4970,1106 - GROCERY (EXC CONVENIENCE) STORES,"MCKENZIE FOOD STORE,INC"
-90.085413010633317,29.934712988501605,85077,MEGA FOOD STORE,1834 2ND ST,,NEW ORLEANS,LA,70113,504-897-9561,1101 - CONVENIENCE STORES,VU DUY INC
-90.114457594151304,29.973483121524826,85078,"MEL'S FOOD STORE, LLC",4038 GENERAL OGDEN ST,,NEW ORLEANS,LA,70118,504-486-5002,1101 - CONVENIENCE STORES,"MEL'S FOOD STORE, LLC"
-90.071449071823324,29.982083405195311,85079,MID CITY MARKET,2526 ST BERNARD AVE,,NEW ORLEANS,LA,70119,504-324-9273,1104 - FISH & SEAFOOD MARKETS,"MID CITY MARKET,L.L.C."
-90.020639725896643,29.925316567451919,85080,MIKE'S DISCOUNT,3600 MACARTHUR BLVD,B-2,NEW ORLEANS,LA,70114,504-368-1350,1101 - CONVENIENCE STORES,"ZEGAR, INC"
-90.0354169808748,29.965899379564561,85081,MIKE'S FOOD MART,3935 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,225-573-4326,1101 - CONVENIENCE STORES,"NADA M, INC"
-90.037795193698017,29.965978800575229,85082,MIKE'S FOOD STORE,3708 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-390-7943,1106 - GROCERY (EXC CONVENIENCE) STORES,MMBS INC.
-89.911706155856081,30.037540629643519,85083,MINH CANH SUPERMARKET,4661 ALCEE FORTIER BLVD,C&D,NEW ORLEANS,LA,70129,,1101 - CONVENIENCE STORES,"H.A.T., INC"
-90.071759816531738,29.988946807239564,85084,MIRACLES TO GO,3040 BRUXELLES ST,,NEW ORLEANS,LA,70119,504-252-8290,1101 - CONVENIENCE STORES,MANIFESTED MIRACLES
-90.07035026110168,29.950865290083915,85085,MOMS MINI MART,327 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-596-2223,1101 - CONVENIENCE STORES,ABDUL S KHAN
-90.06475939939763,29.941956775948693,85086,N'AWLINS GOODS,901 CONVENTION CENTER BLVD,STE 114,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES,"N'AWLINS GOODS, LLC"
-90.001739059240691,30.011739043564202,85087,NATAL'S SUPERMARKET,7342 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-362-3911,1101 - CONVENIENCE STORES,"QUYNH NGUYEN, INC."
-90.076989294556824,29.951922709288411,85088,NEIGHBORHOOD DISCOUNT SUPERMARKET,3222 BARONNE ST,,NEW ORLEANS,LA,70115,504-899-4954,1101 - CONVENIENCE STORES,"XUAN TUYEN, INC"
-90.073446046224078,29.970581359801368,85089,NEIGHBORHOOD FOOD MART,2101 GOVERNOR NICHOLLS ST,,NEW ORLEANS,LA,70116,,1106 - GROCERY (EXC CONVENIENCE) STORES,AWAD INC
-90.068486455331566,29.941694279560814,85090,NESBITS JULIA STREET MARKET,925 POEYFARRE ST,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES,NESBITS JULIA STREET MARKET
-90.072466457336418,29.958093041992065,85091,NEW IMAGE MARKET,1216 BIENVILLE ST,,NEW ORLEANS,LA,70112,,1101 - CONVENIENCE STORES,NEW IMAGE SUPERMARKET IN
-90.097414397774514,29.958594984527895,85092,NEW ORLEANS FISH HOUSE,921 S DUPRE ST,,NEW ORLEANS,LA,70125-1343,504-821-9700,0135 - FISH & SEAFOOD WHLSRS,NEW ORLEANS FISH HOUSECO
-90.097414397774514,29.958594984527895,85093,NEW ORLEANS FISH HOUSE LLC,921 S DUPRE ST,,NEW ORLEANS,LA,70125,504-821-9700,0135 - FISH & SEAFOOD WHLSRS,NEW ORLEANS FISH HOUSE L
-90.076989294556824,29.951922709288411,85094,NEW ORLEANS FOOD CO-OP,2372 ST. CLAUDE AVENUE,STE. 110,NEW ORLEANS,LA,70117,504-324-6849,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH",NEW ORLEANS FOOD CO-OP
-90.040495089397496,29.945326564598879,85095,NEWTON CORNER MART,1600 NEWTON ST,,NEW ORLEANS,LA,70114,,1101 - CONVENIENCE STORES,KHP LLC
-90.040495089397496,29.945326564598879,85096,NEWTON CORNER MART,1600 NEWTON ST,,NEW ORLEANS,LA,70114,,1106 - GROCERY (EXC CONVENIENCE) STORES,"KHP,LLC"
-90.04239423996134,29.945398866127839,85097,NEWTON DISCOUNT MARKET,1424 NEWTON ST,,NEW ORLEANS,LA,70114,504-368-3692,1101 - CONVENIENCE STORES,LIEM & TEIN PARTNERSHIP
-90.087191811038821,29.932805949003843,85098,NEXT DOOR GROCERY,2733 BARONNE ST,,NEW ORLEANS,LA,70113,,1101 - CONVENIENCE STORES,"NEXT DOOR GROCERY,LLC"
-90.080712101078234,29.92353088539917,85099,NICK'S SUPERMARKET,746 WASHINGTON AVE,,NEW ORLEANS,LA,70130,504-897-9915,1101 - CONVENIENCE STORES,LILA ENTERPRISES LLC
-90.036329126920776,29.965571407892487,85100,NIKKI FOOD STORE,3900 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-945-6655,1106 - GROCERY (EXC CONVENIENCE) STORES,CUONG THAO INC
-90.041588442270125,29.929638574716098,85101,NOLA DISCOUNT FOOD STORE,2204 L B LANDRY AVE,,NEW ORLEANS,LA,70114,,1101 - CONVENIENCE STORES,"NOLA DISCOUNT, INC"
-90.041061519593455,29.945391083732797,85102,NOLA FOOD MART,943 WHITNEY AVE,,NEW ORLEANS,LA,70114,985-856-6088,1101 - CONVENIENCE STORES,"XUAN HUY,LLC"
-90.078348211519398,29.951267900740621,85103,NOLA SUNDRY,1450 POYDRAS ST,STE 120,NEW ORLEANS,LA,70112,504-667-6932,1101 - CONVENIENCE STORES,"NOLA SUNDRY, LLC"
-90.011156761331463,29.959568147023695,85104,NOLA VILLAGE MARKET,6100 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-377-0670,1106 - GROCERY (EXC CONVENIENCE) STORES,M & J FOOD STORE INC
-90.088473973178566,29.969339639489665,85105,NORMA'S SWEET BAKERY,2925 BIENVILLE AVE,,NEW ORLEANS,LA,70119,504-309-5401,1106 - GROCERY (EXC CONVENIENCE) STORES,NORMA'S SWEET BAKERY #2 LLC
-90.071674409091216,29.983806257736482,85106,NORTH BROAD SUPERMARKET,1901 N BROAD ST,,NEW ORLEANS,LA,70119,504-945-7369,1106 - GROCERY (EXC CONVENIENCE) STORES,"AAA BUI,INC"
-89.959491208141245,30.045109414721537,85107,NS DISCOUNT EXPRESS,6041 BULLARD AVE,,NEW ORLEANS,LA,70128,,1101 - CONVENIENCE STORES,NS DISCOUNT EXPRESS LLC
-90.060664502353148,29.97297556562582,85108,NT SEAFOOD,1900 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,,1106 - GROCERY (EXC CONVENIENCE) STORES,"NT SEAFOOD,LLC"
-90.133750108901836,29.950718202178919,85109,OAK SUPER DISCOUNTS,8539 OAK ST,,NEW ORLEANS,LA,70118,504-865-0003,1106 - GROCERY (EXC CONVENIENCE) STORES,OAK SUPER DISCOUNTS INC
-90.119367393437031,29.968523422168438,85110,OLIVE SUPERMARKET,8841 OLIVE ST,,NEW ORLEANS,LA,70118,,1106 - GROCERY (EXC CONVENIENCE) STORES,"OLIVE SUPERMARKET,LLC"
-90.107691684145635,29.976411409416396,85111,OLYMPIA FOOD STORE INC,301 S OLYMPIA ST,,NEW ORLEANS,LA,70119,504-231-4883,1106 - GROCERY (EXC CONVENIENCE) STORES,OLYMPIA FOOD STORE INC
-89.953072170315934,30.067357260738024,85112,OMAR GROCERY,13880 HAYNE BLVD,,NEW ORLEANS,LA,70128,,1101 - CONVENIENCE STORES,"OMAR GROCERY,LLC"
-90.065095800655243,29.950859738940402,85113,OMNI LLC,333 CANAL ST,STE 333,NEW ORLEANS,LA,70130,814-521-9012,1101 - CONVENIENCE STORES,OMNI LLC
-90.050421905135025,29.948514295700694,85114,OPELOUSAS POINT SUPERMARKET,601 OPELOUSAS AVE,,NEW ORLEANS,LA,70114,,1101 - CONVENIENCE STORES,"OPELOUSAS POINT SUPERMARKET, INC"
-90.082886342940355,29.971298506485521,85115,ORLEANS CENTER MARKET,2707 ORLEANS AVE,,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES,ORLEANS CENTER MARKET LLC
-90.084855894090211,29.972345749428779,85116,ORLEANS DISCOUNT,2835 ORLEANS AVE,,NEW ORLEANS,LA,70119,504-486-2769,1101 - CONVENIENCE STORES,MESHAL LLC
-90.079262573450222,29.965102390889538,85117,OVERFLOW MARKET & CAFE,432 N GALVEZ ST,,NEW ORLEANS,LA,70116,,1106 - GROCERY (EXC CONVENIENCE) STORES,OVERFLOW MARKET & CAFE
-90.048338200137323,29.967653513402642,85118,P & A GIFT IMPORT,1021 ST FERDINAND ST,,NEW ORLEANS,LA,70117,504-917-6888,"1501 - DURABLE GOODS WHLSRS, OTHER MISC","P & A GIFT IMPORT, INC."
-90.068895456545249,29.95962519443022,85119,P & J OYSTER CO,1039 TOULOUSE ST,,NEW ORLEANS,LA,70112-3425,504-523-2651,0135 - FISH & SEAFOOD WHLSRS,P & J OYSTER CO
-90.094441584923317,29.965788975348673,85120,PARAISO GROCERY,3128 BANKS ST,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES,"SAINT GEORGE,LLC"
